,id_hdv,prop_rec,prop_type,prop_ctry,prop_dep,prop_pro,prop_dis,prop_address,prop_insc,prop_reg_number,prop_tome,prop_value
3470,4-21-2,1,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,SANTIAGO DE SURCO ,"CALLE DOÑA DELMIRA 228, DPTO 504 ",SÍ,11768626 ,0 ,74232.43 
3471,4-22-1,1, , , , , , , , , , 
3472,4-22-2,1,CASA,PERÚ,ANCASH ,HUARAZ ,INDEPENDENCIA ,SHANCAYAN ,SÍ,11026937 ,0 ,130000.00 
3473,4-22-2,2,TERRENO,PERÚ,ANCASH ,HUARAZ ,HUARAZ ,HUARAZ ,SÍ,0 ,0 ,60000.00 
3474,4-22-5,1, , , , , , , , , , 
3475,4-23-2,1,INMUEBLE,PERÚ,TACNA ,TACNA ,ALTO DE LA ALIANZA ,MZ 2 LOTE 8 ,SÍ,P20005485 ,AS000006 ,102564.00 
3476,4-23-3,1, , , , , , , , , , 
3477,4-24-1,1,TERRENO,PERÚ,AYACUCHO ,LA MAR ,AYNA ,LOS ANGELES AYNA LA MAR ,SÍ,11038340 ,. ,6000.00 
3478,4-24-3,1,CASA,PERÚ,AYACUCHO ,LUCANAS ,PUQUIO ,MZ 2 LT 12 CENTRO POBLADO PUQUIO ,SÍ,11074021 ,. ,5000.00 
3479,4-24-3,2,CASA,PERÚ,AYACUCHO ,LUCANAS ,PUQUIO ,MZ 20 LT 6 CENTRO POBLADO PUQUIO ,SÍ,11074029 ,. ,5000.00 
3480,4-25-1,1,CASA,PERÚ,HUANUCO ,LEONCIO PRADO ,RUPA-RUPA ,JR. AGUAYTIA 435 ,SÍ,02000261 ,- ,127000.00 
3481,4-25-1,2,TERRENO,PERÚ,HUANUCO ,LEONCIO PRADO ,RUPA-RUPA ,ASOCIACION DE VIVIENDA MARTIRES MAPRESA ,SÍ,11025992 ,- ,10000.00 
3482,4-25-1,3,CASA,PERÚ,SAN MARTIN ,SAN MARTIN ,LA BANDA DE SHILCAYO ,LOS SAUCES LA BANDA SHILCAYO ,SÍ,11033283 ,- ,45000.00 
3483,4-25-2,1, , , , , , , , , , 
3484,4-25-3,1,INMUEBLE,PERÚ,UCAYALI ,CORONEL PORTILLO ,YARINACOCHA ,JR. EXPRESO MZ F LT 1 AA.HH MONTE CARMENLO ,SÍ,11100176 ,- ,3640.68 
3485,4-25-3,2,INMUEBLE,PERÚ,UCAYALI ,CORONEL PORTILLO ,YARINACOCHA ,"JR, EXPRESO MZ F LT 13 AA.HH MONTE CARMELO ",SÍ,11100188 ,- ,3640.68 
3486,4-25-3,3,INMUEBLE,PERÚ,UCAYALI ,CORONEL PORTILLO ,YARINACOCHA ,JR. EXPRESO MZ F LT 14 AA. HH MONTE CARMELO ,SÍ,11100189 ,- ,3640.68 
3487,4-25-3,4,INMUEBLE,PERÚ,UCAYALI ,CORONEL PORTILLO ,YARINACOCHA ,JR. EXPRESO MZ F LT 15 AA.HH MONTE CARMELO ,SÍ,11100190 ,- ,3640.68 
3488,4-26-1,1, , , , , , , , , , 
3489,4-26-2,1,CASA,PERÚ,PUNO ,CHUCUITO ,JULI ,MZ-E LTE-12 CENTRO POBLADO CIUDAD JULI BARRIO SANTA CRUZ ,SÍ,P47015605 ,- ,50.00 
3490,4-26-3,1, , , , , , , , , , 
3491,4-27-3,1,TERRENO,PERÚ,MOQUEGUA ,MARISCAL NIETO ,MOQUEGUA ,"PASAJE PEATONAL MZ. B, LTE. 1 URB. ACACOLLO ",SÍ,05010151 ,1073 ,80000.00 
3492,4-27-3,2,TERRENO,PERÚ,MOQUEGUA ,GENERAL SANCHEZ CERRO ,ICHUÑA ,"SAN JOSE DE UMALZO MZ. G, LTE 8 ",SÍ,11038468 ,8042786 ,10000.00 
3493,4-28-2,1, , , , , , , , , , 
3494,4-30-1,1,TERRENO,PERÚ,SAN MARTIN ,HUALLAGA ,SACANCHE ,CALLE PROGRESO S/N ,SÍ,P46021279 ,4 ,12000.00 
3495,4-30-2,1,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,JR MAYNAS C-3 ,SÍ,05000900 ,1091 ,92919.12 
3496,4-30-2,2,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,"JR BOLIVAR C-03 MZ C LOTE 15, SECTOR BARRIO ATUMPAMPA ",SÍ,02010316 ,18613 ,22618.80 
3497,4-30-2,3,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,JR. MAYNAS 268-274-286-294 ,SÍ,05001564 ,2805 ,1016706.25 
3498,4-30-2,4,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,CALLE ALEGRIA ARIAS DE MOREY 457 ,SÍ,05003040 ,4567 ,113991.41 
3499,4-30-2,5,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,CALLE ARIAS DE MOREY ,SÍ,05003041 ,4568 ,30967.94 
3500,4-30-2,6,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,"CALLE 4, FONAVI MZ I LOTE 08 ",SÍ,05004457 ,6273 ,18944.00 
3501,4-30-2,7,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,JR. RICARDO PALMA PRIMERA CUADRA ,SÍ,05004814 ,6675 ,474401.57 
3502,4-30-2,8,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,JR. SAN CRISTOBAL ,SÍ,05005582 ,7541 ,310023.51 
3503,4-30-2,9,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,JR. PEDRO DE URZUA ,SÍ,05006400 ,8872 ,75724.83 
3504,4-30-2,10,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,CALLE ILO ,SÍ,05009357 ,15294 ,11761.05 
3505,4-30-2,11,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,CALLE ILO 100 ,SÍ,05009480 ,15431 ,10373.10 
3506,4-30-2,12,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,CALLE MAYNAS ,SÍ,05009845 ,15822 ,35817.67 
3507,4-30-2,13,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,JR. MAYNAS C-2 ,SÍ,05001132 ,2253 ,168121.47 
3508,4-30-2,14,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,CALLE JOSE PARDO 349 ,SÍ,05010200 ,16210 ,30101.72 
3509,4-30-2,15,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,JR. ALONSO DE ALVARADO ,SÍ,05010380 ,16409 ,60000.00 
3510,4-30-2,16,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,JR. SAN MARTIN C-4 ,SÍ,07005708 ,0030-389 ,82418.09 
3511,4-30-2,17,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,LA BANDA DE SHILCAYO ,JR. GRAU ,SÍ,11000251 ,14540 ,128449.12 
3512,4-30-2,18,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,JR. MAYNAS 248 ,SÍ,11001348 ,10989 ,265010.71 
3513,4-30-2,19,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,JR. LOS ALHELIES C-1 195 ,SÍ,11002307 ,11002307 ,40000.00 
3514,4-30-2,20,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,JR. RICARDO PALMA ,SÍ,11003018 ,11003018 ,251247.90 
3515,4-30-2,21,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,JR. FRANCISCO IZQUIERDO RIOS C-4 ,SÍ,11003337 ,11003337 ,18000.00 
3516,4-30-2,22,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,MORALES ,MZ B LOTE 08 ,SÍ,11004308 ,11004308 ,14800.00 
3517,4-30-2,23,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,MORALES ,"JR. FRANCISCO IZQUIERDO RIOS C-5 LOTE 07, SUB LOTE 02 ",SÍ,11004523 ,11004523 ,15600.00 
3518,4-30-2,24,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,JR. ALFONSO UGARTE ,SÍ,11005203 ,11005203 ,85925.56 
3519,4-30-2,25,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,LA BANDA DE SHILCAYO ,LA BANDA DE SHILCAYO ,SÍ,11007328 ,11007328 ,12500.00 
3520,4-30-2,26,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,LA BANDA DE SHILCAYO ,JR. GERMAN ADOLFO MOREYG. C-2 MZ I LOTE 43 ,SÍ,11007512 ,11007512 ,9768.64 
3521,4-30-2,27,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,JR. ALEGRIA ARIAS DE MOREY ,SÍ,11022890 ,11022890 ,24498.38 
3522,4-30-2,28,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,JR. SAN PABLO DE LA CRUZ C-3 ,SÍ,11029947 ,11029947 ,64392.49 
3523,4-30-2,29,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,MORALES ,MZ Ñ LOTE 34 AAHH HAB. URBANA LA PLANICIE ,SÍ,11043891 ,11043891 ,12000.00 
3524,4-30-2,30,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,MORALES ,"PSJ TOCACHE MZ 38 LOTE 02, AAHH LA PLANICIE ",SÍ,11044996 ,11044996 ,9500.00 
3525,4-30-2,31,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,MORALES ,PSJE JUAN CRISOSTOMO DAVILA SUB LOTE L-2 LOTE 14 ,SÍ,11048071 ,11048071 ,12500.00 
3526,4-30-2,32,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,MORALES ,PSJE JUAN CRISOSTOMO DAVILA SUB LOTE L-2 LOTE 15 ,SÍ,11048072 ,11048072 ,12500.00 
3527,4-30-2,33,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,SAUCE ,PARAISO TROPICAL ,SÍ,11050702 ,11050702 ,20000.00 
3528,4-30-2,34,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,JR. RICARDO PALMA C-13 ,SÍ,11051523 ,11051523 ,40000.00 
3529,4-30-2,35,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,LA BANDA DE SHILCAYO ,LAGUNA DORADA ,SÍ,11052748 ,11052748 ,133920.86 
3530,4-30-2,36,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,LA BANDA DE SHILCAYO ,LA ISLA DE LA TENTACIÓN ,SÍ,11052749 ,11052749 ,30000.00 
3531,4-30-2,37,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,JR.JORGE CHAVEZ C-11 ,SÍ,11058962 ,11058962 ,33055.14 
3532,4-30-2,38,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,SAUCE ,AV. LETICIA ,SÍ,11063563 ,11063563 ,30000.00 
3533,4-30-2,39,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,SAUCE ,LOTE B CALLE ULISES REATEGUI ,SÍ,11063564 ,11063564 ,40000.00 
3534,4-30-2,40,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,MORALES ,PASAJE LOTE X ,SÍ,11065783 ,11065783 ,18000.00 
3535,4-30-2,41,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,PSJE NUEVO PARAISO ,SÍ,11069946 ,11069946 ,50000.00 
3536,4-30-2,42,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,LA BANDA DE SHILCAYO ,JR MAXIMILIANO MURRIETA C-3 LOTE A ,SÍ,11070015 ,11070015 ,20000.00 
3537,4-30-2,43,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,MORALES ,JR. SARGENTO LORES C-06 LOTE A3 ,SÍ,11075886 ,11075886 ,15000.00 
3538,4-30-2,44,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,MORALES ,"MZ 28 LOTE 4C, PUEBLO TRADICIONAL ",SÍ,11093017 ,11093017 ,10000.00 
3539,4-30-2,45,INMUEBLE,PERÚ,SAN MARTIN ,EL DORADO ,SAN JOSE DE SISA ,LAS PALMERAS/ EL DORADO ,SÍ,11111559 ,11111559 ,2500.00 
3540,4-30-2,46,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,LA BANDA DE SHILCAYO ,CALLE PROLONGACIÓN CUZCO ,SÍ,11112619 ,11112619 ,60000.00 
3541,4-30-2,47,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,LA BANDA DE SHILCAYO ,CALLE PROLONGACIÓN CUZCO LOTE 01 ,SÍ,11118127 ,11118127 ,50000.00 
3542,4-30-2,48,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,LA BANDA DE SHILCAYO ,JR. JORGE CHAVEZ ,SÍ,11129777 ,11129777 ,60000.00 
3543,4-30-2,49,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,LA BANDA DE SHILCAYO ,AV. VIRGEN DOLOROSA LOTE 04A-3 ,SÍ,11132899 ,11132899 ,20000.00 
3544,4-30-2,50,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,LA BANDA DE SHILCAYO ,JR. MAXIMIALIANO MURRIETA C-3 LOTE A ,SÍ,11135276 ,11135276 ,15000.00 
3545,4-30-2,51,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,JR. CAHUIDE C-02 ,SÍ,11156859 ,11156859 ,30000.00 
3546,4-30-2,52,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,LA BANDA DE SHILCAYO ,SECTOR VENECIA/ PREDIO EL DESCANSO 1 ,SÍ,11158286 ,11158286 ,22690.78 
3547,4-30-2,53,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,JR. CAHUIDE C-03 ,SÍ,11160053 ,11160053 ,30000.00 
3548,4-30-2,54,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,PREDIO URBANO ,SÍ,05005463 ,7408 ,25000.00 
3549,4-30-2,55,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,TARAPOTO ,PREDIO URBANO ,SÍ,11057241 ,11057241 ,30000.00 
3550,4-30-2,56,INMUEBLE,PERÚ,CALLAO ,CALLAO ,CALLAO ,AV. ALMIRANTE MIGUEL GRAU 833-835 ,SÍ,70390959 ,70390959 ,70000.00 
3551,4-30-2,57,INMUEBLE,PERÚ,LIMA ,LIMA ,LIMA ,"UNIDAD VECINAL MIRONES, BLOCK 28, CHALET 28-D ",SÍ,40024360 ,40024360 ,54250.00 
3552,4-30-2,58,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,MORALES ,MZ B LOTE 08 ,SÍ,11004308 ,11004308 ,20000.00 
3553,4-30-2,59,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,LA BANDA DE SHILCAYO ,JR. LOS NOGALES ,SÍ,11045355 ,11045355 ,100000.00 
3554,4-30-2,60,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,LA BANDA DE SHILCAYO ,"PSJ LOS ROBLES C-03, LA FLORIDA MZ C LOTE C ",SÍ,11085709 ,11085709 ,15000.00 
3555,4-30-2,61,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,LA BANDA DE SHILCAYO ,"PSJ LOS ROBLES C-03, LA FLORIDA MZ C LOTE D ",SÍ,11085710 ,11085710 ,15000.00 
3556,4-30-2,62,INMUEBLE,PERÚ,SAN MARTIN ,SAN MARTIN ,MORALES ,JR LOS ANDES C7 Y JR. OXAPAMPA C-2 ,SÍ,11106930 ,11106930 ,25000.00 
3557,4-30-2,63,INMUEBLE,PERÚ,SAN MARTIN ,EL DORADO ,SAN JOSE DE SISA ,CP SAN JOSE DE SISA MZ 19 LOTE 15 ,SÍ,P45004807 ,P45004807 ,30000.00 
3558,4-30-3,1, , , , , , , , , , 
3559,4-31-1,1,CASA,PERÚ,LIMA ,LIMA ,LA MOLINA ,CALLE PASEO DE LOS REYES 228 ,SÍ,12945289 ,0492 ,242720.00 
3560,4-31-2,1,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,SANTIAGO DE SURCO ,CALLE LOS CEDROS 116 ,NO, , ,550000.00 
3561,4-31-2,2,ESTACIONAMIENTO,PERÚ,LIMA ,LIMA ,SANTIAGO DE SURCO ,CALLE LOS CEDROS 116 ,NO, , ,50000.00 
3562,4-31-2,3,ESTAC 2 - SEMISOTANO,PERÚ,LIMA ,LIMA ,SANTIAGO DE SURCO ,LOTE 21 MZ. D URB. SANTA ROSA ,SÍ,12450001 ,80471148 ,7000.00 
3563,4-31-3,1, , , , , , , , , , 
3564,4-31-4,1,CASA,PERÚ,LIMA ,LIMA ,COMAS ,CALLE MATEO PUMACAHUA 173 URB. SAN AGUSTÍN ,SÍ,43001558 ,66399 ,177843.32 
3565,4-31-4,2,CASA,PERÚ,LIMA ,LIMA ,COMAS ,AV. EL RETABLO 311-315 URB. EL RETABLO ,SÍ,42538507 ,200888 ,74258.06 
3566,4-31-5,1,CASA,PERÚ,LIMA ,LIMA ,LOS OLIVOS ,AVENIDA UNIVERSITARIA MZ J' LOTE 24 ETAP 4 ,SÍ,43827308 ,. ,71324.00 
3567,4-31-5,2,CASA,PERÚ,LIMA ,LIMA ,LOS OLIVOS ,AVENIDA UNIVERSITARIA MZ J' LOTE 25 URB VILLA SOL CUARTA ETAPA ,SÍ,43827316 ,. ,47636.00 
3568,4-31-5,3,CASA,PERÚ,LIMA ,LIMA ,LOS OLIVOS ,MZ P LOTE 10 URB MERCURIO SEGUNDA ETAPA (JR. TAURO 765 URB. MERCURIO) ,SÍ,12380016 ,. ,178971.00 
3569,4-31-6,1, , , , , , , , , , 
3570,4-31-7,1, , , , , , , , , , 
3571,4-31-8,1,INMUEBLE,PERÚ,LIMA ,LIMA ,LIMA ,"AVENIDA ABANCAY NUM 224,226,228. TIENDAS 201, 202, 206 ",SÍ,40615547 ,1662136 ,68592.35 
3572,4-31-8,2,INMUEBLE,PERÚ,LIMA ,LIMA ,LIMA ,AVENIDA ABANCAY NUM 224 226 228 TIENDA 203-204-205 CERCADO - LIMA - LIMA ,SÍ,40615555 ,1662137 ,168478.83 
3573,4-31-8,3,INMUEBLE,PERÚ,LIMA ,LIMA ,LIMA ,HUERTA TALANA SANTIAGO DE SURCO - LIMA - LIMA ,SÍ,07064065 ,1366 ,751155.57 
3574,4-31-9,1,CASA,PERÚ,LIMA ,LIMA ,PACHACAMAC ,JIRON LIMA MZ 42 LOTE 25 ,SÍ,PO3234503 ,. ,191639.34 
3575,4-31-9,2,TERRENO,PERÚ,LIMA ,LIMA ,PACHACAMAC ,JIRON LIMA MZ 42 LT 26 ,SÍ,PO3234504 ,. ,34284.17 
3576,4-31-10,1, , , , , , , , , , 
3577,4-31-11,1,INMUEBLE,PERÚ,LIMA ,LIMA ,CARABAYLLO ,MZ J2 LOTE 31 URB SANTO DOMINGO SEXTA ETAPA ,SÍ,12608988 ,XXXXX ,500000.00 
3578,4-31-11,2,INMUEBLE,PERÚ,LIMA ,LIMA ,LOS OLIVOS ,CALLE MANUEL POZO NUM 110 URB VILLA SOL IV ETAPA ,SÍ,44149117 ,1198426 ,70000.00 
3579,4-31-13,1, , , , , , , , , , 
3580,4-31-14,1, , , , , , , , , , 
3581,4-31-15,1, , , , , , , , , , 
3582,4-31-16,1, , , , , , , , , , 
3583,4-31-18,1,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,LIMA ,JR EUGENIO PAREDES 2432 URB ELIO ,SÍ,40093281 ,155367 ,55116.00 
3584,4-31-18,2,STAND,PERÚ,LIMA ,LIMA ,LIMA ,JR ANDAHUAYLAS 461-354 ,NO, , ,2618.00 
3585,4-31-19,1,CASA,PERÚ,LIMA ,LIMA ,CARABAYLLO ,JR. LAS BEGONIAS 304 - 306 ,SÍ,42586633 ,- ,42.00 
3586,4-31-20,1,CASA,PERÚ,LIMA ,CAÑETE ,IMPERIAL ,JR SUCRE 317 ,SÍ,P17036414 ,- ,16552.99 
3587,4-31-20,2,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,SANTIAGO DE SURCO ,ALAMEDA DOMINGO TRISTAN Y MOSCOSO N 484 K - 304 ,SÍ,P03262096 ,- ,67293.39 
3588,4-31-20,3,COCHERA,PERÚ,LIMA ,LIMA ,SANTIAGO DE SURCO ,AV PASEO DE LA REPUBLICA N 8931 EST. 000186 MZ L LT 2A URB LOS PROCERES ,SÍ,P03262343 ,- ,2342.80 
3589,4-31-21,1, , , , , , , , , , 
3590,4-31-22,1,CASA,PERÚ,LIMA ,LIMA ,SAN MARTIN DE PORRES ,JIRON POCITOS NUM 374-378-380-384 UNID INMB N°116 - TALLER N°1 - SEGUNDO PISO ,SÍ,12202428 ,XXXXX ,137000.00 
3591,4-31-22,2,CASA,PERÚ,LIMA ,LIMA ,SAN MARTIN DE PORRES ,JR HUAMAMPOMA MZ 32 LOTE 16 ZONA PEDREGAL ALTO ,SÍ,43946250 ,2364091 ,34364.00 
3592,4-31-22,3,CASA,PERÚ,LIMA ,LIMA ,SAN MARTIN DE PORRES ,CALLE LAS TORONJAS MZ U LOTE 14 URB EL NARANJAL ,SÍ,44178389 ,1180583 ,78400.80 
3593,4-31-22,4,CASA,PERÚ,LIMA ,LIMA ,JESUS MARIA ,JR NAZCA NUM 228-232 ,SÍ,47585384 ,0583277 ,200935.00 
3594,4-31-22,5,LOCAL,PERÚ,LIMA ,LIMA ,SAN MARTIN DE PORRES ,SANTA APOLONIA MZ. Q LT. 12 - 13 COOP. VIV. SANTA APOLONIA ,NO, , ,184306.05 
3595,4-31-22,6,LOCAL,PERÚ,LIMA ,LIMA ,SAN MARTIN DE PORRES ,SANTA APOLONIA MZ. Q LT. 14 - COOP. VIV. SANTA APOLONIA ,NO, , ,51907.60 
3596,4-31-22,7,CASA,PERÚ,LIMA ,LIMA ,LIMA ,JIRON VICTOR CRIADO TEJADA N° 2652 ,NO, , ,123955.00 
3597,4-31-23,1,EDIFICIO MULTIFAMILIAR,PERÚ,JUNIN ,HUANCAYO ,HUANCAYO ,PASEO MANUEL TRAVERSO 310 URB. LA MERCED ,SÍ,11037467 ,1 ,519417.60 
3598,4-31-23,2,CASA,PERÚ,JUNIN ,HUANCAYO ,HUANCAYO ,PASEO MANUEL TRAVERSO 215 URB. LA MERCED ,SÍ,11037468 ,1 ,128547.48 
3599,4-31-23,3,EDIFICIO DE OFICINAS,PERÚ,JUNIN ,HUANCAYO ,HUANCAYO ,JR. LORETO 883 ,SÍ,11003544 ,1 ,82456.46 
3600,4-31-23,4,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,LA MOLINA ,CALLE TOULUM 155 ,SÍ,13567840 ,1 ,128545.86 
3601,4-31-23,5,ESTACIONAMIENTO,PERÚ,LIMA ,LIMA ,LA MOLINA ,CALLE TOULUM 155 ,SÍ,13567869 ,1 ,22802.94 
3602,4-31-23,6,TERRENO,PERÚ,JUNIN ,CONCEPCION ,CONCEPCION ,CASA PARTIDA KM. 20.1 ,NO, , ,9300.00 
3603,4-31-24,1, , , , , , , , , , 
3604,4-31-25,1, , , , , , , , , , 
3605,4-31-26,1,CASA,PERÚ,LIMA ,LIMA ,VILLA EL SALVADOR ,SECTOR 1 BARRIO 1 MZ. O PRIMA LT. 26 CUARTA ETAPA URBANIZACION PACHACAMAC ,SÍ,P03040096 ,- ,21150.20 
3606,4-31-26,2,OFICINA,PERÚ,LIMA ,LIMA ,VILLA EL SALVADOR ,SECTOR 3 GRUPO 13 MZ. A LT. 7 ,SÍ,P03022895 ,- ,17755.56 
3607,4-31-27,1, , , , , , , , , , 
3608,4-31-28,1, , , , , , , , , , 
3609,4-31-29,1,CASA,PERÚ,LIMA ,LIMA ,SAN MARTIN DE PORRES ,PROGRAMA DE VIVIENDA VALLE AZUL DE SAN DIEGO MZ. A LT. 44 ETAPA II ,NO, , ,400000.00 
3610,4-31-31,1, , , , , , , , , , 
3611,4-31-32,1, , , , , , , , , , 
3612,4-31-33,1,INMUEBLE,PERÚ,LIMA ,LIMA ,LURIN ,CALLE ACLLAWASI MANZANA F LOTE 09 ,NO, , ,23700.00 
3613,4-31-34,1,DEPARTAMENTO,PERÚ,LIMA ,LIMA ,LIMA ,AV. GENERAL GARZON 2184 INTERIOR J CUARTO PISO ,SÍ,40704736 ,1147435 ,114000.00 
3614,4-31-35,1,CASA,PERÚ,LIMA ,LIMA ,ATE ,ASOCIACIÓN DE VIVIENCA RAHUCANA MANZANA G LOTE 32 ,SÍ,P02241916 ,1/1 ,4972756.00 
3615,4-31-36,1, , , , , , , , , , 
3616,4-32-3,1, , , , , , , , , , 
3617,4-33-1,1, , , , , , , , , , 
3618,4-33-2,1,CASA,PERÚ,ICA ,PISCO ,PISCO ,CALLE BOLOGNESI #1056 ,SÍ,02001361 ,20500212 ,26580.00 
3619,4-33-3,1,TERRENO,PERÚ,ICA ,NASCA ,MARCONA ,RUTA DEL SOL C-9 ,NO, , ,7000.00 
3620,4-33-4,1,DEPARTAMENTO,, , , ,AVENIDA SAN LUIS BLOCK O3 N° 1040 ,SÍ,12103303 ,0482 ,64546.81 
3621,4-34-1,1,EDIFICIO,PERÚ,PIURA ,PIURA ,PIURA ,CALLE LIMA 126 - LIBERTAD 127-129 ,SÍ,11033083 ,0 ,600000.00 
3622,4-34-2,1,DEPARTAMENTO,PERÚ,PIURA ,PIURA ,PIURA ,MZ E LTE 6 URB 4 DE ENERO ,SÍ,11092580 ,0 ,321000.00 
3623,4-34-2,2,CASA,PERÚ,PIURA ,SULLANA ,SULLANA ,CALLE SUCRE 1199 ,SÍ,11036135 ,0 ,100500.00 
3624,4-34-2,3,ESTACIONAMIENTO,PERÚ,PIURA ,PIURA ,PIURA ,MZ E LOTE 6 URB 4 DE ENERO ,SÍ,11092593 ,0 ,40000.00 
3625,4-34-2,4,TENDAL,PERÚ,PIURA ,PIURA ,PIURA ,MZ E LOTE 6 URB 4 DE ENERO ,SÍ,11092605 ,0 ,10000.00 
3626,4-34-3,1,CASA,PERÚ,PIURA ,SULLANA ,SULLANA ,URB VILLA PERU CANADA Q-12 ,SÍ,11027027 ,0 ,45000.00 
3627,4-34-3,2,TERRENO,PERÚ,PIURA ,PIURA ,PIURA ,URB LAS CASUARINAS F23 1ERA ETAPA ,SÍ,11118305 ,0 ,50000.00 
3628,4-34-4,1,TERRENO,PERÚ,PIURA ,PAITA ,PAITA ,MZ F LOTE 5 ,SÍ,00038376 ,0 ,20000.00 
3629,4-34-5,1,GRIFO,PERÚ,PIURA ,PIURA ,CASTILLA ,KM 21 DE LA CARRETERA PIURA CHULUCANAS ,NO, , ,2076117.00 
3630,4-34-5,2,GRIFO,PERÚ,PIURA ,SECHURA ,CRISTO NOS VALGA ,KM 953 CARRETERA PIURA CHICLAYO ,NO, , ,2100000.00 
3631,4-34-5,3,CASA,PERÚ,PIURA ,TALARA ,PARIÑAS ,MZ F1 LOTE 31 AA.HH. SAN SEBASTIAN SECTOR B ,SÍ,15028760 ,P15028760 ,639238.48 
