,id_hdv,univ_rec,univ_name,has_univ_complete,univ_career,univ_gradute,univ_bachelorette,univ_year,univ_title,univ_title_year
2160,3-135-4,1,UNIVERSIDAD TECNOLOGICA DEL PERU - UTP ,SÍ,DERECHOS Y CIENCIAS POLÍTICAS ,SÍ,SÍ,2009 ,NO, 
2161,3-135-5,1,UNIVERSIDAD CÉSAR VALLEJO ,SÍ,DERECHO ,SÍ,SÍ,2001 ,SÍ,2002 
2162,3-135-6,1,UNIVERSIDAD PRIVADA CÉSAR VALLEJO ,SÍ,CONTABILIDAD ,SÍ,SÍ,2014 ,SÍ,2015 
2163,3-135-7,1,UNIVERSIDAD NACIONAL DE TRUJILLO ,SÍ,ANTROPOLOGÍA SOCIAL ,SÍ,SÍ,2003 ,SÍ,2004 
2164,3-136-1,1,UNIVERSIDAD NACIONAL DE SAN CRISTÓBAL DE HUAMANGA ,SÍ,TRABAJO SOCIAL ,SÍ,SÍ,2008 ,NO, 
2165,3-136-2,1, , , , , , , , 
2166,3-136-3,1,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL ,SÍ,EDUCACIÓN ,SÍ,SÍ,2008 ,SÍ,2018 
2167,3-136-3,2,UNIVERSIDAD NACIONAL DE HUANCAVELICA ,SÍ,EDUCACIÓN RURAL INTERCULTURAL BILINGUE ,NO,NO, ,SÍ,2012 
2168,3-137-1,1,UNIVERSIDAD DE CHICLAYO ,SÍ,DERECHO ,SÍ,SÍ,2009 ,SÍ,2009 
2169,3-137-3,1,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO ,SÍ,DERECHO ,SÍ,SÍ,1983 ,SÍ,1986 
2170,3-137-4,1,UNIVERSIDAD DE CHICLAYO ,SÍ,DERECHO ,NO,NO, ,NO, 
2171,3-138-1,1,UNIVERSIDAD INCA GARCILAZO DE LA VEGA ,SÍ,DERECHO ,NO,NO, ,NO, 
2172,3-138-3,1,UNIVERSIDAD DE LIMA ,SÍ,DERECHO ,SÍ,SÍ,2009 ,SÍ,2010 
2173,3-138-4,1,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL ,SÍ,INGENIERIA INDUSTRIAL ,SÍ,SÍ,1999 ,SÍ,2002 
2174,3-138-4,2,UNIVERSIDAD INCA GARCILAZO DE LA VEGA ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2008 ,SÍ,2016 
2175,3-138-5,1,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL ,SÍ,CIENCIAS POLITICAS ,SÍ,SÍ,2006 ,SÍ,2012 
2176,3-138-6,1,SAN MARTIN DE PORRES ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2003 ,SÍ,2006 
2177,3-138-7,1,SAN MARTIN DE PORRES ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,1987 ,SÍ,1989 
2178,3-138-8,1,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU ,SÍ,LETRAS Y CIENCIAS HUMANAS - HISTORIA ,SÍ,SÍ,2005 ,NO, 
2179,3-138-8,2,UNIVERSIDAD DE LIMA ,NO,DERECHO , , , , , 
2180,3-138-9,1,INCA GARCILAZO DE LA VEGA ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2002 ,SÍ,2003 
2181,3-138-10,1,SAN IGNACIO DE LOYOLA ,SÍ,ADMINISTRACION ,SÍ,SÍ,2018 ,NO, 
2182,3-138-11,1,ALAS PERUANAS ,SÍ,DERECHO ,SÍ,SÍ,2009 ,SÍ,2010 
2183,3-138-12,1,SAN MARTIN DE PORRES ,SÍ,DERECHO ,SÍ,SÍ,1999 ,SÍ,2001 
2184,3-138-13,1,FACULTAD DE TEOLOGIA PONTIFICIA Y CIVIL DE LIMA ,NO,FILOSOFIA ,NO,NO, ,NO, 
2185,3-138-13,2,UNIVERSIDAD DE LIMA ,NO,DERECHO Y CIENCIAS POLITICAS ,NO,NO, ,NO, 
2186,3-138-14,1,UNIVERSIDAD GARCILAZO DE LA VEGA ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ,2014 ,SÍ,2014 
2187,3-138-14,2,UNIVERSIDAD LA CATOLICA DEL PERU UPCP ,NO,GESTION Y ALTA DIRECCION ,NO,NO, ,NO, 
2188,3-138-15,1,UNIVERSIDAD MAYOR DE SAN MARCOS ,SÍ,DERECHO Y CIENCIA POLITICA ,SÍ,SÍ,1999 ,SÍ,2001 
2189,3-138-16,1,UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA ,SÍ,DERECHO ,SÍ,SÍ,2011 ,SÍ,2012 
2190,3-138-18,1,UNIVERSIDAD CAYETANO HEREDIA ,NO,MEDICINA HUMANA , , , , , 
2191,3-138-19,1,UNIVERSIDAD DE SAN MARTIN DE PORRES ,SÍ,ABOGADO ,SÍ,SÍ,2011 ,SÍ,2012 
2192,3-138-19,2,UNIVERSIDAD INCA GARCILAZO DE LA VEGA ,SÍ,RELACIONES INTERNACIONALES Y NEGOCIACIONES ,SÍ,SÍ,2018 ,NO, 
2193,3-138-20,1,UNIVERSIDAD FEDERICO VILLARREAL ,SÍ,CIENCIAS ECONOMICAS ,SÍ,SÍ,2005 ,NO, 
2194,3-138-20,2,UNIVERSIDAD JOSE FAUSTINO SANCHEZ CARRION ,NO,ECONOMISTA ,NO,NO, ,SÍ,2006 
2195,3-138-22,1,UNIVERSIDAD SAN MARTIN DE PORRES ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,2002 ,SÍ,2002 
2196,3-138-23,1,INCA GARCILAZO DE LA VEGA ,NO,ADMINISTRACION DE EMPRESAS ,NO,NO, ,NO, 
2197,3-138-24,1, , , , , , , , 
2198,3-138-26,1,SAN ANTONIO ABAD DEL CUZCO ,SÍ,CONTABILIDAD ,SÍ,SÍ,1982 ,SÍ,2006 
2199,3-138-27,1,UNIVERSIDAD PERUANA DE INTEGRACION GLOBAL ,SÍ,MARKETING Y NEGOCIOS INTERNACIONALES ,SÍ,SÍ,2019 ,NO, 
2200,3-138-28,1,SAN JUAN BAUTISTA ,SÍ,DERECHO ,SÍ,SÍ,2012 ,SÍ,2012 
2201,3-138-29,1, , , , , , , , 
2202,3-138-30,1,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL ,SÍ,HISTORIA Y GEOGRAFIA ,SÍ,SÍ,2002 ,SÍ,2004 
2203,3-138-31,1, , , , , , , , 
2204,3-138-32,1, , , , , , , , 
2205,3-138-34,1, , , , , , , , 
2206,3-138-35,1,UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA ,SÍ,CIENCIAS DE LA COMUNICACIÓN ,SÍ,SÍ,2014 ,SÍ,2014 
2207,3-138-36,1,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL ,NO,EDUCACION - LENGUAJE Y LITERATURA ,NO,NO, ,NO, 
2208,3-139-1,1,UNIVERSIDAD ALAS PERUANAS , ,DERECHO Y CIENCIAS POLÍTICAS , , , , , 
2209,3-139-1,2,UNIVERSIDAD ALAS PERUANAS ,NO,DERECHO Y CIENCIAS POLITICAS , , , , , 
2210,3-139-2,1,UNIVERSIDAD PERUANA LOS ANDES ,SÍ,CONTABILIDAD Y FINANZAS ,NO,NO, ,NO, 
2211,3-139-3,1,UNIVERSIDAD PARTICULAR SAN MARTÍN DE PORRAS ,SÍ,DERECHO Y CIENCIAS POLITICAS , , , ,SÍ,2004 
2212,3-139-4,1,UNIVERSIDAD NACIONAL DEL CENTRO DEL PERÚ ,SÍ,SOCIOLOGÍA ,SÍ,SÍ,2005 ,SÍ,2007 
2213,3-140-1,1, , , , , , , , 
2214,3-140-3,1,UNIVERSIDAD SAN PEDRO ,SÍ,MEDICINA HUMANA ,SÍ,SÍ,2010 ,SÍ,2010 
2215,3-140-4,1, , , , , , , , 
2216,3-141-1,1,UNIVERSIDAD NACIONAL SANTIAGO ANTUNEZ DE MAYOLO ,SÍ,ADMINISTRACION ,SÍ,SÍ,2012 ,SÍ,2013 
2217,3-141-3,1,UNIVERSIDAD SAN PEDRO ,SÍ,INGENIERIA INFORMATICA Y DE SISTEMAS ,SÍ,SÍ,2005 ,SÍ,2005 
2218,3-141-4,1,UNIVERSIDAD NACIONAL AGRARIA LA MOLINA ,NO,INGENIERÍA FORESTAL , , , , , 
2219,3-141-4,2,UNIVERSIDAD PERUANA DE CIENCIAS APLICADAS ,NO,ARQUITECTURA , , , , , 
2220,3-141-5,1,UNIVERSIDAD NACIONAL DEL SANTA ,SÍ,EDUCACIÓN INICIAL ,SÍ,SÍ,2011 ,SÍ,2015 
2221,3-142-1,1,UNIVERSIDAD PARTICULAR DE CHICLAYO ,SÍ,PSICOLOGIA ,SÍ,SÍ,2001 ,SÍ,2002 
2222,3-142-2,1,UNIVERSIDAD DE SAN MARTIN DE PORRES ,SÍ,TRABAJO SOCIAL ,SÍ,SÍ,1989 ,SÍ,1991 
2223,3-142-3,1,SEÑOR DE SIPÁN ,NO,DERECHO , , , , , 
2224,3-142-4,1, , , , , , , , 
2225,3-142-5,1,ALAS PERUANAS ,NO,DERECHO Y CIENCIAS POLITICAS , , , , , 
2226,3-145-1,1,UNIVERSIDAD DE PIURA ,SÍ,CONTABILIDAD Y AUDITORIA ,SÍ,SÍ,2003 ,SÍ,2008 
2227,3-145-2,1,PONTIFICIA UNIVERSIDAD CATOLICA DEL PERU ,SÍ,CONTABILIDAD ,SÍ,SÍ,1993 ,SÍ,1999 
2228,3-145-3,1,,,,, , , , 
2229,3-145-4,1,UNIVERSIDAD ALAS PERUANAS ,NO,DERECHO Y CIENCIAS POLITICAS , , , , , 
2230,3-146-1,1,UNIVERSIDAD JOSE CARLOS MARIATEGUI ,SÍ,DERECHO ,SÍ,SÍ,2013 ,SÍ,2014 
2231,3-146-2,1, , , , , , , , 
2232,3-146-3,1,UNIVERSIDAD PRIVADA JOSE CARLOS MARIATEGUI ,SÍ,CONTADOR PUBLICO ,SÍ,SÍ,2008 ,SÍ,2008 
2233,3-147-1,1,UNIVERSIDAD ANTONIO RUIZ DE MONTOYA ,NO,CIENCIA POLÍTICA ,NO,NO, ,NO, 
2234,3-147-1,2,UNIVERSIDAD DEL PACIFICO ,NO,ECONOMÍA ,NO,NO, ,NO, 
2235,3-147-2,1,SAN AGUSTIN DE AREQUIPA , , ,SÍ,SÍ,2010 , , 
2236,3-147-3,1,UNIVERSIDAD TECNOLÓGICA DEL PERU ,SÍ,ADMINISTRACIÓN DE EMPRESAS ,NO,NO, ,NO, 
2237,3-148-3,1,UNIVERSIDAD TECNOLOGICA DE LOS ANDES ,SÍ,AGRONOMIA ,SÍ,SÍ,2009 ,SÍ,2014 
2238,3-148-3,2,UNIVERSIDAD TECNOLOGICA DE LOS ANDES ,SÍ,AGRONOMIA ,SÍ,SÍ,2009 ,SÍ,2014 
2239,3-149-1,1,ANDINA DEL CUSCO ,SÍ,DERECHO ,SÍ,SÍ,1995 ,SÍ,1995 
2240,3-149-2,1,UNIVERSIDAD ANDINA DE CUSCO ,SÍ,ODONTOLOGÍA ,SÍ,SÍ,1999 ,SÍ,2000 
2241,3-149-3,1,SAN ANTONIO DE ABAD DE CUSCO ,SÍ,MEDICINA HUMANA ,SÍ,SÍ,2008 ,SÍ,2008 
2242,3-149-4,1,UNIVERSIDAD SAN ANTONIO DE ABAD DE CUSCO ,SÍ,ANTROPOLOGIA ,SÍ,SÍ,2003 ,SÍ,2004 
2243,3-149-5,1,UNIVERSIDAD AGRARIA DE LA SELVA ,SÍ,ZOOTECNIA ,SÍ,SÍ,1995 ,SÍ,1997 
2244,3-150-2,1, , , , , , , , 
2245,3-150-3,1,RICARDO PALMA ,SÍ,INGENIERIA ELECTRONICA ,SÍ,SÍ,2011 ,SÍ,2015 
2246,3-150-3,2,UNIVERSIDAD NACIONAL DE INGENIERIA UNI ,NO,ESTADISTICA ,NO,NO, ,NO, 
2247,4-1-1,1,SAN LUIS GONZAGA ,SÍ,MEDICINA HUMANA ,SÍ,SÍ,1980 ,SÍ,1980 
2248,4-1-1,2,UNIVERSIDAD TECNOLÓGICA DE LOS ANDES ,SÍ,DERECHO ,SÍ,SÍ,2008 ,SÍ,2008 
2249,4-1-2,1, , , , , , , , 
2250,4-2-1,1,UNIVERSIDAD NACIONAL DE SAN CRISTÓBAL DE HUAMANGA ,SÍ,CIENCIAS DE LA EDUCACIÓN ,SÍ,SÍ,2012 ,NO, 
2251,4-2-1,2,INCA GARCILAZO DE LA VEGA ,SÍ,ABOGADO ,SÍ,SÍ,2010 ,SÍ,2012 
2252,4-2-2,1,UNIVERSIDAD NACIONAL DE SAN CRISTÓBAL DE HUAMANGA ,SÍ,EDUCACIÓN PRIMARIA ,SÍ,SÍ,2012 ,SÍ,2013 
2253,4-2-2,2,UNIVERSIDAD CATOLICA LOS ANGELES DE CHIMBOTE ,NO,DERECHO Y CIENCIAS POLITICAS , , , , , 
2254,4-3-1,1,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS ,SÍ,OBSTETRA ,SÍ,SÍ,2001 ,SÍ,2001 
2255,4-3-1,2,UNIVERSIDAD NACIONAL DEL CALLAO ,SÍ,INGENIERIA ALIMENTARIA ,SÍ,SÍ,2008 ,SÍ,2008 
2256,4-3-2,1,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS ,SÍ,MEDICINA HUMANA ,SÍ,SÍ,1992 ,SÍ,1992 
2257,4-3-4,1,UNIVERSIDAD NACIONAL INCA GARCILASO DE LA VEGA ,SÍ,TURISMO Y HOTELERIA ,SÍ,SÍ,2013 ,SÍ,2015 
2258,4-4-2,1,UNIVERSIDAD NACIONAL TORIBIO RODRIGUEZ DE MENDOZA ,SÍ,INGENIERÍA AGROINDUSTRIAL ,SÍ,SÍ,2010 ,SÍ,2012 
2259,4-4-2,2,UNIVERSIDAD NACIONAL TORIBIO RODRIGUEZ DE MENDOZA ,NO,DERECHO Y CIENCIAS POLITICAS ,NO,NO, ,NO, 
2260,4-4-3,1,UNIVERSIDAD TORIBIO RODRIGUEZ DE MENDOZA ,SÍ,TURISMO Y ADMINISTRACION ,SÍ,SÍ,2010 ,SÍ,2011 
2261,4-5-1,1,UNIVERSIDAD PARTICULAR TACNA ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,2001 ,SÍ,2002 
2262,4-5-2,1,UNIVERSIDAD PRIVADA DE TACNA - TITULADO EN LA UNIVERSIDAD DE APURIMAC HOY UNIVERSIDAD TECNOLÓGICA DE LOS ANDES ,SÍ,DERECHO ,SÍ,SÍ,1992 ,SÍ,1993 
2263,4-5-3,1,UNIVERSIDAD NACIONAL DE TACNA JORGE BASADRE GROHMANN ,SÍ,BACHILLER EN EDUCACION ,SÍ,SÍ,2005 ,NO, 
2264,4-6-1,1,UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DE HUAMANGA ,SÍ,INGENIERÍA DE MINAS , , , ,SÍ,2008 
2265,4-6-2,1,UNIVERSIDAD NACIONAL DE SAN CRISTOBAL DE HUAMANGA ,SÍ,ENFERMERIA ,SÍ,SÍ,2002 ,SÍ,2009 
2266,4-6-3,1,UNIVERSIDAD PRIVADA LOS ÁNGELES DE CHIMBOTE ,NO,ODONTOLOGIA ,NO,NO, ,NO, 
2267,4-7-2,1, , , , , , , , 
2268,4-7-3,1,UNIVERSIDAD SAN LUIS GONZAGA-ICA ,SÍ,GESTION DE SALUD ,NO,NO, ,NO, 
2269,4-7-4,1,UNIVERSIDAD SEÑOR DE SIPAN ,SÍ,DERECHO ,SÍ,SÍ,2018 ,NO, 
2270,4-7-5,1, , , , , , , , 
2271,4-8-1,1,JORGE BASADRE GROHMANN ,SÍ,INGENIERÍA EN INDUSTRIAS ALIMENTARIAS ,SÍ,SÍ,2010 ,NO, 
2272,4-8-3,1,UNIVERSIDAD INCA GARCILASO DE LA VEGA ,NO,ADMINISTRACIÓN DE EMPRESAS ,NO,NO, ,NO, 
2273,4-9-1,1,INCA GARCILAZO DE LA VEGA ,SÍ,CONTABILIDAD Y CIENCIAS COORPORATIVAS ,SÍ,SÍ,2014 ,NO, 
2274,4-9-2,1, , , , , , , , 
2275,4-9-3,1, , , , , , , , 
2276,4-9-4,1, , , , , , , , 
2277,4-10-1,1,UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA ,SÍ,CIENCIAS FÍSICO MATEMATICAS ,NO,NO, ,NO, 
2278,4-10-2,1, , , , , , , , 
2279,4-10-3,1,UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA ,SÍ,LICENCIADA EN ADMINISTRACION DE EMPRESAS ,SÍ,SÍ,1999 ,SÍ,2006 
2280,4-11-1,1, , , , , , , , 
2281,4-11-2,1, , , , , , , , 
2282,4-11-3,1, , , , , , , , 
2283,4-11-4,1,UNIVERSIDAD CESAR VALLEJO ,SÍ,EDUCACION INICIAL ,SÍ,SÍ,2019 ,SÍ,2019 
2284,4-12-1,1,UNIVERSIDAD PARTICULAR SAN MARTÍN DE PORRES ,SÍ,DERECHO Y CIENCIAS POLITICAS ,SÍ,SÍ, ,SÍ,1996 
2285,4-12-2,1,UNIVERSIDAD INCA GARCILAZO DE LA VEGA ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,1990 ,SÍ,1995 
2286,4-12-3,1,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL ,SÍ,CIENCIAS DE LA COMUNICACION ,NO,NO, ,NO, 
2287,4-12-4,1, , , , , , , , 
2288,4-13-1,1,UNIVERSIDAD NACIONAL FEDERICO VILLARREAL ,SÍ,INGENIERIA INDUSTRIAL ,SÍ,SÍ,1977 ,SÍ,1981 
2289,4-13-2,1,UNIVERSIDAD NACIONAL PEDRO RUIZ ,SÍ,DERECHO ,SÍ,SÍ,2019 ,NO, 
2290,4-13-3,1,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO ,SÍ,SOCIOLOGIA ,SÍ,SÍ,2010 ,SÍ,2011 
2291,4-13-4,1,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO ,SÍ,MEDICINA VETERINARIA ,SÍ,SÍ,1992 ,SÍ,1994 
2292,4-13-5,1,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO ,SÍ,CONTABILIDAD ,SÍ,SÍ,1991 ,SÍ,1996 
2293,4-14-1,1,UNIVERSIDAD SEÑOR DE SIPAN CHICLAYO LAMBAYEQUE ,NO,CARRERA PROFESIONAL DE DERECHO , , , , , 
2294,4-14-2,1, , , , , , , , 
2295,4-14-3,1,UNIVERSIDAD NACIONAL PEDRO RUIZ GALLO ,SÍ,EDUCACIÓN , , , ,SÍ,2017 
2296,4-15-1,1,UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO ,SÍ,ANTROPOLOGIA ,SÍ,SÍ,2003 ,SÍ,2003 
2297,4-15-2,1,UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD ,SÍ,ARQUITECTURA ,NO,NO, ,NO, 
2298,4-15-3,1,UNIVERSIDAD NACIONAL DE SAN ANTONIO ABAD DEL CUSCO ,SÍ, ,SÍ,SÍ,1998 ,SÍ,2002 
2299,4-15-4,1,UNIVERSIDAD NACIONAL DE SAN ANTONINO ABAD DEL CUSCO ,SÍ,ANTROPOLOGIA ,SÍ,SÍ,2006 ,SÍ,2014 
2300,4-15-5,1,UNIVERSIDAD ANDINA DEL CUSCO ,SÍ,ECONOMIA ,SÍ,SÍ,2014 ,SÍ,2014 
2301,4-16-1,1, , , , , , , , 
2302,4-16-2,1,UNIVERSIDAD SAN MARTIN DE PORRES ,SÍ,ENFERMERÍA ,SÍ,SÍ,2006 ,SÍ,2008 
2303,4-16-3,1,SAN LUIS GONZAGA ,SÍ,ENFERMERIA ,SÍ,SÍ,2008 ,SÍ,2008 
2304,4-16-4,1,ALAS PERUANAS ,NO,DERECHO Y CIENCIAS POLÍTICAS ,NO,NO, ,NO, 
2305,4-17-1,1, , , , , , , , 
2306,4-17-2,1, , , , , , , , 
2307,4-17-3,1, , , , , , , , 
2308,4-17-4,1, , , , , , , , 
2309,4-17-5,1, , , , , , , , 
2310,4-17-6,1, , , , , , , , 
2311,4-17-7,1, , , , , , , , 
2312,4-18-1,1,UNIVERSIDAD SANTIAGO ANTUNEZ DE MAYOLO ,SÍ,INGENERIA AMBIENTAL ,SÍ,SÍ,2018 ,NO, 
2313,4-18-2,1,UNIVERSIDAD PRIVADA ANTENOR ORREGO ,SÍ,ARQUITECTURA URBANISMO Y ARTES ,SÍ,SÍ,2010 ,NO, 
2314,4-18-3,1,UNSCH ,SÍ,BIOLOGIA ,SÍ,SÍ,1986 ,SÍ,1987 
2315,4-18-4,1,UNIVERSIDAD CATOLICA LOS ANGELES DE CHIMBOTE ,NO, ,NO,NO, ,NO, 
2316,4-18-5,1, , , , , , , , 
2317,4-19-1,1,UNIVERSIDAD NACIONAL HERMILIO VALDIZAN ,SÍ,INGENIERIA DE SISTEMAS ,SÍ,SÍ,2008 ,SÍ,2010 
2318,4-20-1,1,UNIVERSIDAD TECNOLÓGICA DE LOS ANDES ,NO,DERECHO ,NO,NO, ,NO, 
2319,4-20-2,1, , , , , , , , 
2320,4-21-1,1, , , , , , , , 
2321,4-21-2,1,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS ,SÍ,MEDICINA HUMANA ,SÍ,SÍ,1982 ,SÍ,1982 
2322,4-22-1,1, , , , , , , , 
2323,4-22-2,1,UNIVERSIDAD NACIONAL SANTIAGO ANTUNEZ DE MAYOLO ,SÍ,INGENIERIA AGRICOLA ,SÍ,SÍ,1992 ,SÍ,2002 
2324,4-22-3,1,UNIVERSIDAD PRIVADA SAN PEDRO ,SÍ, ,SÍ,SÍ,2014 ,SÍ,2016 
2325,4-22-5,1,UNIVERSIDAD SAN PEDRO ,SÍ,DERECHO ,SÍ,SÍ,2007 ,SÍ,2009 
2326,4-23-2,1,UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN ,SÍ,CONTABILIDAD ,SÍ,SÍ,2001 ,SÍ,2003 
2327,4-23-2,2,UNIVERSIDAD NACIONAL JORGE BASADRE GROHMANN ,NO,DERECHO ,NO,NO, ,NO, 
2328,4-23-3,1,ESCUELA SUPERIOR DE FORMACIÓN ARTÍSTICA EDUARDO MEZA SARAVIA ,SÍ,ARTES PLÁSTICAS ,NO,NO, , , 
2329,4-24-1,1,COP ,NO,AUXILIAR ENFERMERIA ,NO,NO, , , 
2330,4-24-3,1,UNIVERSIDAD NACIONAL TECNOLOGICA DE LOS ANDES ,SÍ,DERECHO ,SÍ,SÍ,1994 ,SÍ,1997 
2331,4-25-1,1,UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA ,NO,AGRONOMIA ,NO,NO, ,NO, 
2332,4-25-2,1,UNIVERSIDAD NACIONAL HERMILIO VALDIZAN ,SÍ,INGENIERIA CIVIL ,SÍ,SÍ,2012 ,SÍ,2013 
2333,4-25-3,1,UNIVERSIDAD ALA PERUANAS ,SÍ,DERECHO ,SÍ,SÍ,2013 ,SÍ,2014 
2334,4-25-3,2,UNIVERSIDAD ALAS PERUANAS ,NO,CONTABILIDAD ,NO,NO, , , 
2335,4-26-1,1,UNIVERSIDAD CATOLICA LOS ANGELES DE CHIMBOTE ,SÍ,DERECHO Y CIENCIA POLITICA ,SÍ,SÍ,2011 ,NO, 
2336,4-26-2,1,UNIVERSIDAD PRIVADA DE TACNA ,SÍ,CIENCIAS JURIDICAS Y POLITICAS ,SÍ,SÍ,2008 ,SÍ,2009 
2337,4-26-3,1,JOSE CARLOS MARIATEGUI ,NO,DERECHO ,NO,NO, ,NO, 
2338,4-27-3,1,UNIVERSIDAD CATÓLICA SANTA MARÍA ,SÍ,EDUCACIÓN CIENCIAS ,SÍ,SÍ,1994 ,SÍ,1994 
2339,4-27-3,2,UNIVERSIDAD TELESUP ,SÍ,DERECHO ,NO,NO, ,NO, 
2340,4-28-1,1,UNIVERSIDAD CATOLICA LOS ANGELES DE CHIMBOTE ,SÍ,DERECHO ,SÍ,SÍ,2010 ,SÍ,2010 
2341,4-28-2,1,UNIVERSIDAD NACIONAL DE EDUCACION ,SÍ,LENGUA ESPAÑOLA Y LITERATURA ,SÍ,SÍ,2003 ,SÍ,2004 
2342,4-30-1,1,UNIVERSIDAD NACIONAL AGRARIA DE LA SELVA ,SÍ,INFORMÁTICA Y SISTEMAS ,SÍ,SÍ,2005 ,SÍ,2008 
2343,4-30-2,1, , , , , , , , 
2344,4-30-3,1, , , , , , , , 
2345,4-31-1,1, , , , , , , , 
2346,4-31-2,1, , , , , , , , 
2347,4-31-3,1,UNIVERSIDAD PRIVADA TELESUP ,SÍ,ADMINISTRACIÓN DE NEGOCIOS ,SÍ,SÍ,2011 ,SÍ,2012 
2348,4-31-4,1,UNIVERSIDAD NACIONAL DE INGENIERÍA ,SÍ,INGENIERÍA ELÉCTRICA ,SÍ,SÍ,2008 ,NO, 
2349,4-31-4,2,UNIVERSIDAD PRIVADA DEL NORTE ,NO,DERECHO ,NO,NO, ,NO, 
2350,4-31-5,1,UNIVERSIDAD PERUANA CAYETANO HEREDIA ,SÍ,MEDICINA HUMANA ,SÍ,SÍ,2004 ,SÍ,2004 
2351,4-31-5,2,UNIVERSIDAD PERUANA CAYETANO HEREDIA ,SÍ,ESPECIALIDAD EN GINECOLOGIA Y OBSTETRICIA ,NO,NO, ,SÍ,2009 
2352,4-31-6,1,UNIVERSIDAD INCA GARCILASO DE LA VEGA ,SÍ,DERECHO Y CIENCIAS POLÍTICAS ,SÍ,SÍ,1993 ,SÍ,1994 
2353,4-31-7,1, , , , , , , , 
2354,4-31-8,1,PONTIFICIA UNIVERSIDAD CATÓLICA DEL PERÚ ,NO,CONTABILIDAD ,NO,NO, ,NO, 
2355,4-31-9,1,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS ,SÍ,TECNOLOGÍA MÉDICA ,SÍ,SÍ,1992 ,SÍ,1992 
2356,4-31-10,1,UNIVERSIDAD RICARDO PALMA ,SÍ,ADMINISTRACIÓN ,SÍ,SÍ,2012 ,NO, 
2357,4-31-10,2,UNIVERSIDAD INCA GARCILASO DE LA VEGA ,NO,DERECHO Y CIENCIAS POLITICAS ,NO,NO, ,NO, 
2358,4-31-11,1,INCA GARCILASO DE LA VEGA ,NO,DERECHO Y CIENCIA POLÍTICA ,NO,NO, ,NO, 
2359,4-31-13,1, , , , , , , , 
2360,4-31-14,1,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS ,SÍ,CIENCIA POLÍTICA ,SÍ,SÍ,2016 ,NO, 
2361,4-31-15,1, , , , , , , , 
2362,4-31-16,1,UNIVERSIDAD NACIONAL DE PIURA ,SÍ,CIENCIAS DE LA COMUNICACIÓN SOCIAL ,SÍ,SÍ,2012 ,SÍ,2013 
2363,4-31-18,1,UNIVERSIDAD NACIONAL MAYOR DE SAN MARCOS ,SÍ,EDUCACION ,SÍ,SÍ,1971 ,SÍ,1971 
2364,4-31-19,1,ALAS PERUANAS ,SÍ,INGENIERIA DE SISTEMAS E INFORMÁTICA ,SÍ,SÍ,2013 ,SÍ,2013 
2365,4-31-20,1,AMISTAD DE LOS PUEBLOS PATRICIO LUMUMBA - RUSIA ,SÍ,MEDICINA HUMANA , , , ,SÍ,1981 
2366,4-31-21,1,SAN JUAN BAUTISTA ,NO,MEDICINA HUMANA ,NO,NO, ,NO, 
2367,4-31-22,1,UNIVERSIDAD SAN MARTIN DE PORRES ,SÍ,DERECHO ,SÍ,SÍ,1994 ,SÍ,1995 
2368,4-31-23,1,INCA GARCILASO DE LA VEGA ,NO,DERECHO , , , , , 
