,id_hdv,work_rec,workplace,ocup,ruc,Address,start_year,end_year,cntr_wp,dept_wp,prov_wp,dist_wp
3785,3-146-3,4,PROGRAMA INTEGRAL NACIONAL PARA EL BIENESTAR FAMILIAR INABIF ,ASISTENTE CONTABLE , ,AV SAN MARTIN 865 PUEBLO LIBRE ,2012,2012,PERÚ ,LIMA ,LIMA ,LIMA 
3786,3-146-3,5,GRF CONSULTORA SAC ,ADMINISTRADOR , ,JR ARICA 155 MAGDALENA DEL MAR ,2011,2011,PERÚ ,ANCASH ,HUARAZ ,HUARAZ 
3787,3-147-1,1, , , , , , , , , , 
3788,3-147-2,1,INSTITUCION EDUCATIVA LA SALLE DE ABANCAY ,PROFESOR , ,AV. LA SALLE S/N ,2009,2019,PERÚ ,APURIMAC ,ABANCAY ,ABANCAY 
3789,3-147-3,1,CONSORCIO MANCHAY ,ADMINISTRADOR ,20604825891,ASOC .LAS PALMERAS PARQUE INDUSTRIAL - PACHACAMAC ,2019,2019,PERÚ ,LIMA ,LIMA ,PACHACAMAC 
3790,3-148-3,1,NEC CHAPIMARCA ANCOBAMBA ,ESPECIALISTA EN HORTALIZAS , ,"ANCOBAMBA, DISTRITO DE CHAPIMARCA, AYMARAES ",2018,HASTA LA ACTUALIDAD,PERÚ ,APURIMAC ,AYMARAES ,CHAPIMARCA 
3791,3-148-3,2,SERVICIOS DE INGENIERIA AGROPECUARIA ,INGENIERO INDEPENDIENTE , ,"PANAMERICANA S/N SAN ANTONIO TAMBURCO, ABANCAY ",2009,2017,PERÚ ,APURIMAC ,ABANCAY ,ABANCAY 
3792,3-149-1,1,GOBIERNO REGIONAL DE CUSCO ,DIRECTOR REGIONAL DE TRABAJO , ,CALLE ALCIDES VIGO S/N ,2019,2019,PERÚ ,CUSCO ,CUSCO ,WANCHAQ 
3793,3-149-1,2,ASESORÍA LEGAL S.A.C. ,GERENTE GENERAL ,20491218577,URB. FLORIDA D-7 ,2017,2018,PERÚ ,CUSCO ,CUSCO ,WANCHAQ 
3794,3-149-1,3,UNIVERSIDAD NACIONAL SAN ANTONIO ABAD DEL CUSCO ,PROFESOR CONTRATADO ,20172474501,AV. DE LA CULTURA N° 733 ,2017,2018,PERÚ ,CUSCO ,CUSCO ,CUSCO 
3795,3-149-1,4,CÁMARA DE COMERCIO DEL CUSCO ,PRESIDENTE ,20116413931,PARQUE ESPAÑA E-4. URB. SANTA MONICA ,2015,2016,PERÚ ,CUSCO ,CUSCO ,WANCHAQ 
3796,3-149-1,5,UNIVERSIDAD ANDINA DEL CUSCO ,PROFESOR CONTRATADO ,20177395227,URB. INGENIERÍA LARAPA GRANDE A-5 ,2013,2014,PERÚ ,CUSCO ,CUSCO ,SAN JERONIMO 
3797,3-149-2,1,DIRECCIÓN GENERAL DE GOBIERNO INTERIOR - MINISTERIO DEL INTERIOR ,PREFECTO REGIONAL DE CUSCO , ,AV EL SOL N° 612 ,2018,2019,PERÚ ,CUSCO ,CUSCO ,CUSCO 
3798,3-149-2,2,PROGRAMA NACIONAL JÓVENES PRODUCTIVOS MINTRA ,JEFE ZONAL CUSCO , ,AV MICAELA BASTIDAS ESQUINA CON ALCIDES VIGO ,2018,2018,PERÚ ,CUSCO ,CUSCO ,WANCHAQ 
3799,3-149-2,3,UNIVERSIDAD NACIONAL SAN ANTONIO ABAD CUSCO ,DOCENTE , ,AV DE LA CULTURA ,2004,2009,PERÚ ,CUSCO ,CUSCO ,CUSCO 
3800,3-149-3,1,HOSPITAL ANTONIO LORENA ,MEDICO , ,PLAZOLETA BELÉN 1358 ,2012,2019,PERÚ ,CUSCO ,CUSCO ,SANTIAGO 
3801,3-149-3,2,UNIVERSIDAD NACIONAL SAN ANTONIO DE ABAD CUSCO ,DOCENTE , ,AV DE LA CULTURA N° 773 ,2018,2019,PERÚ ,CUSCO ,CUSCO ,CUSCO 
3802,3-149-4,1,GOBIERNO REGIONAL DE CUSCO ,ESPECIALISTA EN CONFLICTOS SOCIALES , ,AV. TOMASA TITO CONDEMAYTA S/N ,2019,2019,PERÚ ,CUSCO ,CUSCO ,WANCHAQ 
3803,3-149-4,2,MUNICIPALIDAD PROVINCIAL DE CUSCO ,SUPERVISOR DE PROYECTOS , ,AV. LAS GALERIAS TURISTICAS S/N ,2017,2018,PERÚ ,CUSCO ,CUSCO ,CUSCO 
3804,3-149-4,3,UNIVERSIDAD ANDINA DEL CUSCO ,DOCENTE UNIVERSITARIO , ,URB. LARAPA GRANDE S/N ,2017,2018,PERÚ ,CUSCO ,CUSCO ,SAN JERONIMO 
3805,3-149-4,4,MINISTERIO DE VIVIENDA ,SUPERVISORA DE PROYECTOS , ,AV. HUAYRUROPATA S/N ,2015,2016,PERÚ ,CUSCO ,CUSCO ,CUSCO 
3806,3-149-4,5,GOBIERNO REGIONAL DE CUSCO ,SUPERVISORA DE PROYECTOS , ,AV. TOMASA TITO CONDEMAYTA ,2010,2014,PERÚ ,CUSCO ,CUSCO ,WANCHAQ 
3807,3-149-5,1,AGROPECUARIA HIDALGO EIRL ,COPROPIETARIO ,20526898720,JR. MACHUPICCHU #235 - QUILLABAMBA ,2014,2019,PERÚ ,CUSCO ,LA CONVENCION ,SANTA ANA 
3808,3-149-5,2,INDUSTRIAS CARNICAS LA CONVENCIÓN ,GERENTE DE OPERACIONES , ,MACAMANGO - QUILLABAMBA ,2010,2013,PERÚ ,CUSCO ,LA CONVENCION ,SANTA ANA 
3809,3-149-5,3,CENTRAL COCLA LTDA. 281 ,JEFE DEL AREA PECUARIA , ,AV. EDGAR DE LA TORRE #1353 - QUILLABAMBA ,2002,2009,PERÚ ,CUSCO ,LA CONVENCION ,SANTA ANA 
3810,3-150-2,1,YUNA SAC (RESTAURANTE JHAN MANUEL) ,ADMINISTRADORA , ,CALLE LOPEZ DE ZUÑIGA 269 ,2014,HASTA LA ACTUALIDAD,PERÚ ,LIMA ,HUARAL ,CHANCAY 
3811,3-150-3,1,NOMBRE DEL CENTRO DE PRESTACIÓN DEL SERVICIO O TRABAJO: MUNICIPALIDAD DISTRITAL DE HUAMPARA ,ALCALDE ,20195577073,PLAZA DE ARMAS S/N ,2011,2018,PERÚ ,LIMA ,YAUYOS ,HUAMPARA 
3812,4/1/2001,1,HOSPITAL GUILLERMO DIAZ DE LA VEGA ,DIRECTOR , ,AV. DANIEL ALCIDES CARRIÓN ,2015,2016,PERÚ ,APURIMAC ,ABANCAY ,ABANCAY 
3813,4/1/2001,2,HOSPITAL GUILLERMO DIAZ DE LA VEGA ,MEDICO CIRUJANO , ,AV. DANIEL ALCIDES CARRIÓN ,1980,2016,PERÚ ,APURIMAC ,ABANCAY ,ABANCAY 
3814,4/1/2001,3,UNIVERSIDAD TECNOLÓGICA DE LOS ANDES ,DOCENTE , ,AV. PERU ,1994,HASTA LA ACTUALIDAD,PERÚ ,APURIMAC ,ABANCAY ,ABANCAY 
3815,4/1/2001,4,MUNICIPALIDAD PROVINCIAL DE ABANCAY ,ALCALDE , ,JR. HUANCAVELICA 206 ,1980,1986,PERÚ ,APURIMAC ,ABANCAY ,ABANCAY 
3816,4/1/2001,5,GOBIERNO REGIONAL DE APURIMAC ,PRESIDENTE REGIONAL , ,JR. PUNO ,2003,2004,PERÚ ,APURIMAC ,ABANCAY ,ABANCAY 
3817,4/1/2002,1,I.E.S DIVINO MAESTRO ,PERSONAL ADMINISTRATIVO , ,AV MARTINELLI ,2019,2019,PERÚ ,APURIMAC ,ANDAHUAYLAS ,ANDAHUAYLAS 
3818,4/1/2003,1,,,,,,,,,,HAQUIRA 
3819,4/2/2001,1,INSTITUCION EDUCATIVA FERNANDO SUAREZ PICHILINGUE ,DOCENTE , ,AV. EJERCITO S/N DISTRITO ANDRES AVELINO CADECRES DORREGARAY ,2019,HASTA LA ACTUALIDAD,PERÚ ,AYACUCHO ,HUAMANGA ,ANDRES AVELINO CACERES DORREGARAY  
3820,4/2/2002,1,PLANTEL DE APLICACIÓN NUESTRA SEÑORA DE LOURDES ,DOCENTE , ,JR.LUCANAS S/N ,2018,HASTA LA ACTUALIDAD,PERÚ ,AYACUCHO ,HUAMANGA ,ANDRES AVELINO CACERES DORREGARAY  
3821,4/2/2002,2,COLEGIO SALESIANO SAN JUAN BOSCO ,DOCENTE , ,JR CUSCO 153 ,2014,2017,PERÚ ,AYACUCHO ,HUAMANGA ,AYACUCHO 
3822,4/2/2002,3,CAJA NUESTRA GENTE ,PROMOTORA DE NEGOCIOS , ,JR BELLIDO 613 ,2011,2012,PERÚ ,AYACUCHO ,HUAMANGA ,AYACUCHO 
3823,4/2/2002,4,COLEGIO PARTICULAR RAUL PAREDES ,SECRETARIA DE ACTAS , ,ALAMEDA VIVANCO AMORIN S/N ,2009,2010,PERÚ ,AYACUCHO ,HUAMANGA ,AYACUCHO 
3824,4/3/2001,1,BIEN D¨SALUD_LORETO S.A.C ,OBSTETRA ,20528336982,AV. ABELARDO QUIÑONES KM. 04 C/ BEGONIAS ,2010,HASTA LA ACTUALIDAD,PERÚ ,LORETO ,MAYNAS ,SAN JUAN BAUTISTA 
3825,4/3/2001,2,A TEMPO OUTSOURCING S.A.C ,PERSONAL ADMINISTRATIVO DE RECURSOS HUMANOS , ,CALLE MARIA PARADO DE BELLIDO 196 ,2007,2007,PERÚ ,LIMA ,LIMA ,MIRAFLORES 
3826,4/3/2002,1,DIRECCION REGIONAL DE SALUD LORETO ,DIRECTOR DEL CENTRO DE PREVENCION Y CONTROL , ,AVENIDA ABELARDO QUIÑOEZ KM. 1.5 ,2019,HASTA LA ACTUALIDAD,PERÚ ,LORETO ,MAYNAS ,BELEN 
3827,4/3/2002,2,HOSPITAL APOYO IQUITOS ,MEDICO , ,CALLE CORNEJO PORTUGAL S/N ,2008,2018,PERÚ ,LORETO ,MAYNAS ,IQUITOS 
3828,4/3/2004,1,MUNICIPALIDAD DISTRITAL DE SAN JUAN BAUTISTA ,ASISTENTE ADMINISTRATIVO , ,AV. JOSE ABLELARDO QUIÑONEZ 2371 ,2019,2019,PERÚ ,LORETO ,MAYNAS ,SAN JUAN BAUTISTA 
3829,4/4/2002,1,MINISTERIO DE DESARROLLO E INCLUSIÓN SOCIAL ,ESPECIALISTA TERRITORIAL PCA ,20545565359,JR. PUNO N° 100 ,2015,2019,PERÚ ,AMAZONAS ,CHACHAPOYAS ,CHACHAPOYAS 
3830,4/4/2003,1,GOBIERNO REGIONAL AMAZONAS ,ASISTENTE ADMINISTRATIVO , ,ORTIZ ARRIETA N° 1250 ,2019,2019,PERÚ ,AMAZONAS ,CHACHAPOYAS ,CHACHAPOYAS 
3831,4/5/2001,1,ESTUDIO JURIDICO ,ABOGADO ,10004182796,ALFONSO UGARTE 40 SEGUNDO PISO 04 ,2002,2019,PERÚ ,TACNA ,TACNA ,TACNA 
3832,4/5/2002,1,ENTIDAD PRESTADORA DE SERVICIOS DE SANEAMIENTO TACNA (EPS TACNA S.A.) ,JEFE DE ASESORÍA LEGAL E.P.S. TACNA S.A. , ,AV. 2 DE MAYO 372 ,2019,HASTA LA ACTUALIDAD,PERÚ ,TACNA ,TACNA ,TACNA 
3833,4/5/2002,2,UNIRSIDAD NACIONAL JORGE BASADRE GROHMANN ,DOCENTE CONTRATADO , ,AV. MIRAFLORES S/N MIRAFLORES 23000 ,2019,2019,PERÚ ,TACNA ,TACNA ,TACNA 
3834,4/5/2002,3,MUNICIPALIDAD DISTRITAL DE ITE ,ALCALDE ,20193065938,PAMPA ALTA S/N ,2015,2018,PERÚ ,TACNA ,JORGE BASADRE ,ITE 
3835,4/5/2002,4,MUNICIPALIDAD DISTRITAL DE ITE ,ALCALDE ,20193065938,PAMPA ALTA S/N ,2011,2014,PERÚ ,TACNA ,JORGE BASADRE ,ITE 
3836,4/5/2002,5,PODER JUDICIAL CORTE SUPERIOR DE JUSTICIA DE TACNA ,JUEZ SUPLENTE DEL 1ER JUZGADO PENAL LIQUIDADOR DE TACNA ,20159981216,CALLE INCLAN S/N ,2009,2010,PERÚ ,TACNA ,TACNA ,TACNA 
3837,4/5/2003,1,INDEPENDIENTE ,COMERCIANTE , ,LOS SAUCES II ETAPA MZ.D LT.07 ,2018,2019,PERÚ ,TACNA ,TACNA ,CORONEL GREGORIO ALBARRACIN LANCHIPA 
3838,4/5/2003,2,MUNICIPALIDAD DISTRITAL DE INCLAN ,GERENTE DESARROLLO SOCIAL , ,DISTRITO SAMA S/N ,2017,2017,PERÚ ,TACNA ,TACNA ,INCLAN 
3839,4/5/2003,3,MUNICIPALIDAD DISTRITAL DE CIUDAD NUEVA ,AREA SOCIAL ,20227623544,CALLE M. LORENZO DE VIDUARRE N° 448 ,2011,2012,PERÚ ,TACNA ,TACNA ,CIUDAD NUEVA 
3840,4/5/2003,4,MUNICIPALIDAD PROVINCIAL DE TACNA ,SUB GERENTE DE PROGRAMAS SOCIALES , ,CALLE INCLAN S/N ,2011,2011,PERÚ ,TACNA ,TACNA ,TACNA 
3841,4/5/2003,5,I.E.E. LUIS ALBERTO SANCHEZ ,PROFESORA , ,AV. LOS MOLLES S/N ,2006,2006,PERÚ ,TACNA ,TACNA ,CORONEL GREGORIO ALBARRACIN LANCHIPA 
3842,4/6/2001,1,CONSULTOR INDEPENDIENTE ,INGENIERO DE MINAS , ,JR. LLUCHA LLUCHA N°148 ,2018,HASTA LA ACTUALIDAD,PERÚ ,AYACUCHO ,HUAMANGA ,SAN JUAN BAUTISTA 
3843,4/6/2001,2,GOBIERNO REGIONAL DE AYACUCHO ,GERENTE GENERAL , ,JR. CALLAO N°122 ,2016,2017,PERÚ ,AYACUCHO ,HUAMANGA ,AYACUCHO 
3844,4/6/2001,3,DIRECCIÓN REGIONAL DE ENERGÍA Y MINAS ,DIRECTOR REGIONAL , ,JR. BOLIVAR N° 156 ,2016,2016,PERÚ ,AYACUCHO ,HUAMANGA ,AYACUCHO 
3845,4/6/2001,4,IESA S.A ,JEFE DE SEGURIDAD Y MEDIO AMBIENTE , ,"AV. LOS INSURGENTES 1075, LA PERLA ",2013,2015,PERÚ ,CALLAO ,CALLAO ,LA PERLA 
3846,4/6/2001,5,ATLAS COPCO ,SUPERVISOR DE SIG Y SSMA , ,FRANCISCO GRAÑA N° 150-152 ,2012,2012,PERÚ ,LIMA ,LIMA ,LA VICTORIA 
3847,4/6/2002,1,ESCUELA NACIONAL DE ADMINISTRACIÓN PÚBLICA ENAP - SERVIR ,DOCENTE , ,"AV. CUBA 699, JESÚS MARÍA ",2018,HASTA LA ACTUALIDAD,PERÚ ,LIMA ,LIMA ,LIMA 
3848,4/6/2002,2,GOBIERNO REGIONAL DE ANCASH ,ASESORA EN TEMAS DE SALUD , ,CAMPAMENTO VICHAY S/N - INDEPENDENCIA HUARAZ ,2019,2019,PERÚ ,ANCASH ,HUARAZ ,INDEPENDENCIA 
3849,4/6/2002,3,GOBIERNO REGIONAL DE ANCASH ,COORDINADORA DE LA UNIDAD FUNCIONAL DE RECONSTRUCCIÓN CON CAMBIOS , ,CAMPAMENTO VICHAY S/N - INDEPENDENCIA HUARAZ ,2019,2019,PERÚ ,ANCASH ,HUARAZ ,INDEPENDENCIA 
3850,4/6/2002,4,GOBIERNO REGIONAL DE ANCASH ,SUBDIRECTORA REGIONAL DE SALUD , ,"AV. CONFRATERNIDAD INTERNACIONAL OESTE 1544, HUARAZ ",2018,2019,PERÚ ,ANCASH ,HUARAZ ,INDEPENDENCIA 
3851,4/6/2002,5,MUNICIPALIDAD PROVINCIAL DE HUAMANGA ,GERENTE DE DESARROLLO HUMANO , ,PORTAL MUNICIPAL N°44 ,2016,2016,PERÚ ,AYACUCHO ,HUAMANGA ,AYACUCHO 
3852,4/6/2003,1,MUNICIPALIDAD PROVINCIAL DE HUAMANGA ,ESPECIALISTA EN EDUCACIÓN AMBIENTAL , ,PORTAL MUNICIPAL 44 ,2010,2019,PERÚ ,AYACUCHO ,HUAMANGA ,AYACUCHO 
3853,4/7/2001,1,RESTOBAR CEVICHELAS ,ADMINISTRADOR ,10167180863,CALLE SAN MARTIN 799 ,2017,HASTA LA ACTUALIDAD,PERÚ ,LAMBAYEQUE ,CHICLAYO ,CHICLAYO 
3854,4/7/2002,1,INDEPENDIENTE ,REDES DE MERCADEO , ,CENTRO COMERCIAL BOULEVARD TIENDA A5-A6 OFICINA B8 -2DO PISO ,2011,HASTA LA ACTUALIDAD,PERÚ ,LAMBAYEQUE ,CHICLAYO ,CHICLAYO 
3855,4/7/2003,1,HOSPITAL FERREÑAFE AGUSTIN ARBULU NEYRA FERREÑAFE-ESSALUD ,TECNICO ENFERMERIA , ,PROLONGACION TACNA S/N ,2002,HASTA LA ACTUALIDAD,PERÚ ,LAMBAYEQUE ,FERREÑAFE ,FERREÑAFE 
3856,4/7/2004,1,KONECTA ,CALL CENTER , ,AV SAENZ PEÑA NRO 355 ,2016,HASTA LA ACTUALIDAD,PERÚ ,LAMBAYEQUE ,CHICLAYO ,CHICLAYO 
3857,4/7/2005,1,MUNICIPALIDAD DISTRITAL DE PIMENTEL ,TECNICO FISCALIZADOR , ,CALLE LEONCIO PRADO NRO 147 ,1999,HASTA LA ACTUALIDAD,PERÚ ,LAMBAYEQUE ,CHICLAYO ,PIMENTEL 
3858,4/8/2001,1,TRABAJADOR INDEPENDIENTE ,ASISTENTE , ,LAS VIÑAS C-3 - AV. MUNICIPAL ,2003,2019,PERÚ ,TACNA ,TACNA ,CORONEL GREGORIO ALBARRACIN LANCHIPA 
3859,4/8/2003,1,TRABAJADORA INDEPENDIENTE ,ESTILISTA , ,CALLE FERMÍN NACARINO N° 817 ,2000,2019,PERÚ ,TACNA ,TACNA ,TACNA 
3860,4/9/2001,1,CONGRESO DE LA REPÚBLICA DEL PERÚ ,CONGRESISTA ,20161749126,PLAZA BOLIVAR / AVENIDA ABANCAY S/N ,2016,2019,PERÚ ,LIMA ,LIMA ,LIMA 
3861,4/9/2002,1,CONGRESO DE LA REPÚBLICA ,COORDINADOR PARLAMENTARIO , ,JIRON JUNÍN 330 - MELLANINE OFC. 403 ,2019,2019,PERÚ ,LIMA ,LIMA ,LIMA 
3862,4/9/2003,1,SERVICENTRO MALI S.A.C ,ADMINISTRADOR / GERENTE ,20392883208,PROLONGACIÓN HUAMANGA / ESQUINA HUMBOLTD ,2014,HASTA LA ACTUALIDAD,PERÚ ,LIMA ,LIMA ,LA VICTORIA 
3863,4/9/2004,1,SAHEMIJOHNS EVENTOS SOCIALES S.A.C ,GERENTE GENERAL ,20602687911,AVENIDA SAENZ PEÑA 750 ,1998,HASTA LA ACTUALIDAD,PERÚ ,CALLAO ,CALLAO ,CALLAO 
3864,4/10/2001,1,"EL FRENTE AMPLIO POR JUSTICIA,VIDA Y LIBERTAD ",PROMOTOR ,20547972491,AV.INCA GARCILASO DE LA VEGA 915 - LIMA CERCADO ,2019,2019,PERÚ ,AYACUCHO ,HUAMANGA ,AYACUCHO 
3865,4/10/2002,1,INDEPENDIENTE ,COMUNICADOR SOCIAL ,10282402870,AV. 24 DE JUNIO 433 ,2015,2019,PERÚ ,AYACUCHO ,HUAMANGA ,SAN JUAN BAUTISTA 
3866,4/10/2003,1,UNIVERSIDAD NACIONAL SAN CRISTOBAL DE HUAMANGA ,LICENCIADA EN ADMINISTRACIÓN ,20143660754,PORTAL INDEPENDENCIA N°57 ,1985,2019,PERÚ ,AYACUCHO ,HUAMANGA ,AYACUCHO 
3867,4/11/2001,1,MUNICIPALIDAD PROVINCIAL MARISCAL RAMON CASTILLA ,JEFE EN ARCHIVO CENTRAL ,20280417131,CALLE AYACUCHO N° 212 CABALLO COCHA ,2019,HASTA LA ACTUALIDAD,PERÚ ,LORETO ,MARISCAL RAMON CASTILLA ,RAMON CASTILLA 
3868,4/11/2002,1, , , , , , , , , , 
3869,4/11/2003,1, , , , , , , , , , 
3870,4/11/2004,1, , , , , , , , , , 
3871,4/12/2001,1,ESTUDIO JURIDICO ,ABOGADO ,10067825409,CALLE ENRIQUE CANAVAL Y MOREYRA 618 ,2015,2019,PERÚ ,LIMA ,LIMA ,SAN ISIDRO 
3872,4/12/2002,1,EXPRESS TRANSPORT S.A ,ABOGADA ,20513171651,CALLE LOS GORRIONES 130 ,2010,HASTA LA ACTUALIDAD,PERÚ ,LIMA ,LIMA ,CHORRILLOS 
3873,4/12/2003,1,EVENTOS SOCIALES ,EMPRESARIO , ,MZ F 14 LOTE 14 URB. BOCANEGRA ,2010,HASTA LA ACTUALIDAD,PERÚ ,CALLAO ,CALLAO ,CALLAO 
3874,4/12/2004,1,HOSPITAL DANIEL ALCIDES CARRION ,TECNICA ENFERMERA , ,AV. GUARDA CHALACA 2176 BELLAVISTA CALLAO ,1996,2019,PERÚ ,CALLAO ,CALLAO ,BELLAVISTA 
3875,4/13/2001,1,CARDOSO ASOCIADOS S.A.C ,GERENTE ,20602037861,CALLE SIETE DE ENERO 666 OFICINA 301 ,2017,HASTA LA ACTUALIDAD,PERÚ ,LAMBAYEQUE ,CHICLAYO ,CHICLAYO 
3876,4/13/2002,1,MINISTERIO DEL INTERIOR ,SECIGRISTA , ,CALLE ELIAS AGUIRRE S/N ,2018,2018,PERÚ ,LAMBAYEQUE ,CHICLAYO ,CHICLAYO 
3877,4/13/2003,1,MINISTERIO DE EDUCACION ,SOCIOLOGO , ,CALLE COMERCIO 193 ,2016,HASTA LA ACTUALIDAD,PERÚ ,LIMA ,LIMA ,SAN BORJA 
3878,4/13/2004,1,LINVET PERU SAC ,GERENTE ,20509623008,AV. CIRCUNVALACION 2690 ,2015,HASTA LA ACTUALIDAD,PERÚ ,LIMA ,LIMA ,SAN LUIS 
3879,4/13/2004,2,LINEAS VETERINARIAS EIRL ,DIRECTOR GERENTE , ,JIRON CALIXTO 309 ,2001,HASTA LA ACTUALIDAD,PERÚ ,JUNIN ,HUANCAYO ,HUANCAYO 
3880,4/13/2005,1,UNIVERSIDAD SEÑOR DE SIPAN ,DOCENTE/DIRECTORA DE ESCUELA , ,KM. 5 CARRETERA PIMENTEL ,2013,HASTA LA ACTUALIDAD,PERÚ ,LAMBAYEQUE ,CHICLAYO ,PIMENTEL 
3881,4/14/2001,1,SONIDO STUDIO FATASTICO ,PROPIETARIO SONIDISTA , ,BAGUA GRANDE ,2002,2015,PERÚ ,AMAZONAS ,UTCUBAMBA ,BAGUA GRANDE 
3882,4/14/2002,1, , , , , , , , , , 
3883,4/14/2003,1,I.E.17343 ,PROFESOR DE PRIMARIA , ,COMUNIDAD NATIVA SAN MATEO ,2018,2018,PERÚ ,AMAZONAS ,BAGUA ,IMAZA 
3884,4/15/2001,1,CONSULTORES LAS BAMBAS ,ANTROPOLOGO , ,SANTIAGO CUSCO ,2003,HASTA LA ACTUALIDAD,PERÚ ,CUSCO ,CUSCO ,SANTIAGO 
3885,4/15/2002,1,AGBI AUQUI GLOBAL BUSINESS LNWO EIRL ,PROYECTISTA , ,UBR. QUISPICANCHAS B 3 ,2017,2018,PERÚ ,CUSCO ,CUSCO ,CUSCO 
3886,4/15/2003,1,ENVIROMENTAL SERVICES MANAGEMENT SAC ,INGENIERO , ,JIRON MARTIN PIO CONCHA 151 ,2019,2019,PERÚ ,CUSCO ,LA CONVENCION ,SANTA ANA 
3887,4/15/2004,1,DIRECCION DESCONCENTRADA DE CUSCO ,ANTROPOLOGIA , ,CALLE SAPHI ,2004,2019,PERÚ ,CUSCO ,CUSCO ,CUSCO 
3888,4/15/2005,1,MUNICIPALIDAD PROVINCIAL DE ESPINAR ,ECONOMISTA , ,PLAZA DE ARMAS ,2019,2019,PERÚ ,CUSCO ,ESPINAR ,ESPINAR 
3889,4/16/2001,1,I.E. PNP TEODOSIO FRANCO GARCIA ,AUXILIAR DE EDUCACION , ,CALLA LA MAR 207 ,1998,HASTA LA ACTUALIDAD,PERÚ ,ICA ,ICA ,ICA 
3890,4/16/2002,1,UNIDAD EJECUTORA RED DE SALUD ICA ,DIRECTOR EJECUTIVO ,20452726999,CALLE LOS GLADIOLOS 198 ,2019,HASTA LA ACTUALIDAD,PERÚ ,ICA ,ICA ,ICA 
3891,4/16/2003,1,UNIDAD EJECUTORA 406 RED DE SALUD ICA ,LICENCIADA EN ENFERMERÍA ,20452726999,CALLE LOS GLADIOLOS 198 ,2011,HASTA LA ACTUALIDAD,PERÚ ,ICA ,ICA ,ICA 
3892,4/16/2003,2,UNIVERSIDAD PRIVADA SAN JUAN BAUTISTA ,JEFE DE PRACTICAS , ,CARRETERA PANAMERICANA SUR EX KM 300 LA ANGOSTURA - SUBTANJALLA ,2015,HASTA LA ACTUALIDAD,PERÚ ,ICA ,ICA ,ICA 
3893,4/16/2004,1,MUNICIPALIDAD DEL DISTRITO DE SANTIAGO - ICA ,ASISTENTE , ,DISTRITO DE SANTIAGO - ICA ,2016,2018,PERÚ ,ICA ,ICA ,SANTIAGO 
3894,4/17/2001,1,INDEPENDIENTE NO FORMALIZADO ,MECÁNICO ELECTRICISTA , ,CALLE AGUIRRE 1360 ,2014,HASTA LA ACTUALIDAD,PERÚ ,PIURA ,SULLANA ,QUERECOTILLO 
3895,4/17/2002,1,INDEPENDIENTE ,AGRICULTOR , ,UCP SECTOR LA PIEDRA ,1977,HASTA LA ACTUALIDAD,PERÚ ,PIURA ,PIURA ,CATACAOS 
3896,4/17/2003,1, , , , , , , , , , 
3897,4/17/2004,1, , , , , , , , , , 
3898,4/17/2005,1, , , , , , , , , , 
3899,4/17/2006,1, , , , , , , , , , 
3900,4/17/2007,1,INDEPENDIENTE ,COMERCIANTE , ,MERCADO CENTRAL DE TALARA ,2017,HASTA LA ACTUALIDAD,PERÚ ,PIURA ,TALARA ,PARIÑAS 
3901,4/18/2001,1,INGENIEROS ECO CONSULTORES CONSTRUCTORES E.I.R.L ,TITULAR/GERENTE , ,PASAJE SAN JUAN 116 BARRIO VILLEN BAJO ,2015,2019,PERÚ ,ANCASH ,HUARAZ ,HUARAZ 
3902,4/18/2002,1,HABITE DISEÑO Y CONSTRUCCION ,ARQUITECTA/DISEÑADORA , ,CALLE HUASCAR MZ: A LOTE: 26 ,2017,2019,PERÚ ,ANCASH ,SANTA ,CHIMBOTE 
3903,4/18/2003,1,UNIA ,PRESIDENTE DE CO , ,KM 05 CARRETERA SAN JOSE ,2016,2019,PERÚ ,UCAYALI ,CORONEL PORTILLO ,YARINACOCHA 
3904,4/18/2004,1, , , , , , , , , , 
3905,4/18/2005,1,EMPRESA MINERA LOS QUENUALES ,MECANICO ,20332907990,SAN MARCOS - WARI - ANCASHA ,2017,HASTA LA ACTUALIDAD,PERÚ ,ANCASH ,HUARI ,HUARI 
3906,4/19/2001,1,GOBIERNO REGIONAL HUANUCO ,SUB GERENTE DE DESARROLLO INSTITUCIONAL Y SISTEMAS ,20489250731,CAR. CALICANTO NRO. 145 PAUCARBAMBA ( JR. PUENTE CALICANTO 145 ) HUANUCO - HUANUCO - AMARILIS ,2017,2017,PERÚ ,HUANUCO ,HUANUCO ,AMARILIS 
3907,4/19/2001,2,UNIVERSIDAD NACIONAL HERMILIO VALDIZAN - FACULTAD DE INGENIERIA CIVIL Y ARQUITECTURA ,DOCENTE INVITADO ,20172383531,AV. UNIVERSITARIA 601-607- CAYHUAYNA - DISTRITO DE PILLCO MARCA - HUANUCO - HUANUCO ,2017,2017,PERÚ ,HUANUCO ,HUANUCO ,PILLCO MARCA 
3908,4/19/2001,3,CAPO HUANUCO SRL ,GERENTE GENERAL ,20573032633,JR. LOS ANDES MZ C LT. 32 SAN LUIS SECTOR 1 - AMARILIS - HUANUCO ,2013,HASTA LA ACTUALIDAD,PERÚ ,HUANUCO ,HUANUCO ,AMARILIS 
